input,output,complexity,model,strategy,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
hard-1,1-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,227625.3183,1929,51,16,True,19925,0,,11716,11527,5,stop,0.05517665,
hard-10,10-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,134628.2427,3178,72,22,True,29702,4480,,7581,7071,3,stop,0.04582354,
hard-2,2-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,44748.3232,1611,64,12,True,15418,0,,1911,2483,1,stop,0.01836926,
hard-3,3-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,200615.8907,1515,52,10,True,45018,4480,,10688,12942,5,stop,0.06818066,
hard-4,4-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,180710.8593,2187,68,12,True,23224,7552,,9723,7071,3,stop,0.04618292,
hard-5,5-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,219701.2761,2464,60,24,True,14065,4480,,11526,6819,3,stop,0.04719605,
hard-6,6-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,95505.388,574,27,3,True,11180,0,,4938,5721,2,stop,0.0253978,
hard-7,7-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,305200.5653,3448,82,33,True,19061,0,,14104,5853,5,stop,0.06263057,
hard-8,8-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,185325.6435,1604,49,21,True,11213,4480,,8862,5970,3,stop,0.03594241,
hard-9,9-b3-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,b3,346524.889,2494,65,18,True,27109,0,,14421,15478,8,stop,0.06990533,
medium-1,1-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,242130.2683,1552,44,17,True,19550,4992,,9390,13115,5,stop,0.04383454,
medium-10,10-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,137186.7263,953,34,10,True,7753,4992,,7435,4603,3,stop,0.02810385,
medium-2,2-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,178883.0192,2882,78,28,True,14765,0,,8630,1643,1,stop,0.04071105,
medium-3,3-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,147965.6758,1494,32,13,True,4465,0,,7091,1814,1,stop,0.02754745,
medium-4,4-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,136897.8167,1142,52,6,True,8952,0,,7482,4538,3,stop,0.03233184,
medium-5,5-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,198753.1562,1210,34,12,True,15510,4992,,10214,9981,5,stop,0.04352534,
medium-6,6-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,112773.9964,3460,57,23,True,7081,0,,5963,2582,3,stop,0.02572657,
medium-7,7-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,126179.1859,1456,41,15,True,10328,5568,,6678,5319,4,stop,0.02714992,
medium-8,8-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,117123.841,1052,26,9,True,9536,4864,,5439,4987,3,stop,0.022771,
medium-9,9-b3-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,b3,75723.28,2455,72,27,True,9952,2176,,3623,1643,1,stop,0.01861036,
simple-1,1-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,58944.2952,447,23,3,True,15294,4480,,2441,11981,3,stop,0.01725338,
simple-10,10-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,213417.4225,1915,51,12,True,19536,4480,,9915,11011,6,stop,0.04593132,
simple-2,2-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,52933.6751,345,13,5,True,2168,0,,2654,721,2,stop,0.01069296,
simple-3,3-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,118032.2933,470,15,3,True,9518,384,,6016,5782,3,stop,0.02754134,
simple-4,4-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,93919.4334,1280,31,11,True,5875,0,,4411,1304,2,stop,0.01952115,
simple-5,5-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,84699.7831,703,26,5,True,11342,4480,,3777,8006,3,stop,0.01875274,
simple-6,6-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,57194.6826,431,15,3,True,2336,0,,2899,638,2,stop,0.01165532,
simple-7,7-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,20141.7394,380,15,3,True,1652,384,,1019,441,1,stop,0.00449472,
simple-8,8-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,108911.5355,946,23,9,True,10592,8384,,4803,7476,2,stop,0.01920412,
simple-9,9-b3-kimi-k2.6-zero-shot.vue,simple,kimi-k2.6,b3,90298.9595,1169,35,12,True,4878,384,,4047,992,2,stop,0.01727394,
